subcategory,word2,deca,mean,tf,df,df.n
location,decomposition,2015,0.01106383,13,9,0.007659574
decomposition,location,2015,0.01106383,13,9,0.007659574
sealing,characteristic,2015,0.01106383,13,6,0.005106383
characteristic,sealing,2015,0.01106383,13,6,0.005106383
salinization,filtration,2015,0.01106383,13,7,0.005957447
filtration,salinization,2015,0.01106383,13,7,0.005957447
salinization,belowground,2015,0.01106383,13,4,0.003404255
belowground,salinization,2015,0.01106383,13,4,0.003404255
sealing,landuse,2015,0.01106383,13,5,0.004255319
landuse,sealing,2015,0.01106383,13,5,0.004255319
inputs,classification,2020,0.010608599,19,16,0.008933557
classification,inputs,2020,0.010608599,19,16,0.008933557
soil,sealing,2020,0.010608599,19,14,0.007816862
sealing,soil,2020,0.010608599,19,14,0.007816862
sealing,human,2020,0.010608599,19,10,0.005583473
human,sealing,2020,0.010608599,19,10,0.005583473
global.cycles,amount,2015,0.010212766,12,6,0.005106383
amount,global.cycles,2015,0.010212766,12,6,0.005106383
inputs,habitat,2015,0.010212766,12,9,0.007659574
habitat,inputs,2015,0.010212766,12,9,0.007659574
economy,compaction,2015,0.010212766,12,11,0.009361702
compaction,economy,2015,0.010212766,12,11,0.009361702
research,acidification,2015,0.010212766,12,4,0.003404255
invasion,disturbance,2015,0.010212766,12,9,0.007659574
disturbance,invasion,2015,0.010212766,12,9,0.007659574
acidification,research,2015,0.010212766,12,4,0.003404255
sealing,compaction,2015,0.010212766,12,8,0.006808511
compaction,sealing,2015,0.010212766,12,8,0.006808511
decomposition,agriculture,2020,0.010050251,18,15,0.008375209
agriculture,decomposition,2020,0.010050251,18,15,0.008375209
filtration,deposition,2020,0.010050251,18,17,0.009491904
deposition,filtration,2020,0.010050251,18,17,0.009491904
salinization,climate,2020,0.010050251,18,12,0.006700168
climate,salinization,2020,0.010050251,18,12,0.006700168
stability,acidification,2020,0.010050251,18,6,0.003350084
acidification,stability,2020,0.010050251,18,6,0.003350084
contamination,agriculture,2020,0.009491904,17,10,0.005583473
filtration,amount,2020,0.009491904,17,14,0.007816862
compaction,climate,2020,0.009491904,17,12,0.006700168
climate,compaction,2020,0.009491904,17,12,0.006700168
agriculture,contamination,2020,0.009491904,17,10,0.005583473
amount,filtration,2020,0.009491904,17,14,0.007816862
global.cycles,economy,2020,0.009491904,17,13,0.007258515
succession,economy,2020,0.009491904,17,14,0.007816862
economy,global.cycles,2020,0.009491904,17,13,0.007258515
economy,succession,2020,0.009491904,17,14,0.007816862
human,belowground,2020,0.009491904,17,17,0.009491904
belowground,human,2020,0.009491904,17,17,0.009491904
landuse,deforestation,2020,0.009491904,17,12,0.006700168
deforestation,landuse,2020,0.009491904,17,12,0.006700168
economy,cover,2015,0.009361702,11,10,0.008510638
global.cycles,diversity,2015,0.009361702,11,10,0.008510638
cover,economy,2015,0.009361702,11,10,0.008510638
succession,economy,2015,0.009361702,11,10,0.008510638
diversity,global.cycles,2015,0.009361702,11,10,0.008510638
relocation,global.cycles,2015,0.009361702,11,7,0.005957447
global.cycles,relocation,2015,0.009361702,11,7,0.005957447
economy,succession,2015,0.009361702,11,10,0.008510638
inputs,cover,2015,0.009361702,11,6,0.005106383
cover,inputs,2015,0.009361702,11,6,0.005106383
degradation,decomposition,2015,0.009361702,11,7,0.005957447
human,decomposition,2015,0.009361702,11,7,0.005957447
decomposition,degradation,2015,0.009361702,11,7,0.005957447
decomposition,human,2015,0.009361702,11,7,0.005957447
property.market,environment,2015,0.009361702,11,10,0.008510638
environment,property.market,2015,0.009361702,11,10,0.008510638
compaction,climate,2015,0.009361702,11,10,0.008510638
climate,compaction,2015,0.009361702,11,10,0.008510638
invasion,environment,2015,0.009361702,11,7,0.005957447
environment,invasion,2015,0.009361702,11,7,0.005957447
stability,aboveground,2015,0.009361702,11,6,0.005106383
aboveground,stability,2015,0.009361702,11,6,0.005106383
stability,agriculture,2015,0.009361702,11,9,0.007659574
agriculture,stability,2015,0.009361702,11,9,0.007659574
sealing,human,2015,0.009361702,11,8,0.006808511
sealing,location,2015,0.009361702,11,6,0.005106383
human,sealing,2015,0.009361702,11,8,0.006808511
location,sealing,2015,0.009361702,11,6,0.005106383
deforestation,climate,2010,0.009276438,5,4,0.00742115
sealing,compaction,2010,0.009276438,5,5,0.009276438
habitat,contamination,2010,0.009276438,5,4,0.00742115
relocation,contamination,2010,0.009276438,5,5,0.009276438
climate,deforestation,2010,0.009276438,5,4,0.00742115
diversity,degradation,2010,0.009276438,5,4,0.00742115
degradation,diversity,2010,0.009276438,5,4,0.00742115
global.cycles,economy,2010,0.009276438,5,4,0.00742115
economy,global.cycles,2010,0.009276438,5,4,0.00742115
contamination,habitat,2010,0.009276438,5,4,0.00742115
contamination,relocation,2010,0.009276438,5,5,0.009276438
compaction,sealing,2010,0.009276438,5,5,0.009276438
contamination,agriculture,2010,0.009276438,5,5,0.009276438
agriculture,contamination,2010,0.009276438,5,5,0.009276438
decomposition,contamination,2010,0.009276438,5,3,0.005565863
contamination,decomposition,2010,0.009276438,5,3,0.005565863
diversity,decomposition,2010,0.009276438,5,5,0.009276438
decomposition,diversity,2010,0.009276438,5,5,0.009276438
salinization,cover,2010,0.009276438,5,2,0.003710575
human,decomposition,2010,0.009276438,5,4,0.00742115
decomposition,human,2010,0.009276438,5,4,0.00742115
cover,salinization,2010,0.009276438,5,2,0.003710575
deposition,agriculture,2010,0.009276438,5,4,0.00742115
contamination,amount,2010,0.009276438,5,5,0.009276438
amount,contamination,2010,0.009276438,5,5,0.009276438
agriculture,deposition,2010,0.009276438,5,4,0.00742115
stability,chem.property,2010,0.009276438,5,3,0.005565863
stability,research,2010,0.009276438,5,3,0.005565863
chem.property,stability,2010,0.009276438,5,3,0.005565863
research,stability,2010,0.009276438,5,3,0.005565863
inputs,compaction,2020,0.008933557,16,16,0.008933557
compaction,inputs,2020,0.008933557,16,16,0.008933557
property.market,environment,2020,0.008933557,16,13,0.007258515
property.market,managing,2020,0.008933557,16,14,0.007816862
environment,property.market,2020,0.008933557,16,13,0.007258515
